Retailer,"Retailer ID",invoice_date,Region,State,City,Product,category,price_per_unit,units_sold,total_sales,operating_profit,operating_margin,sales_method
"Sports Direct",1197831,2021-10-06,South,Texas,Dallas,"Women's ","Street Footwear",45.00,575,258750.00,103500.00,0.40,Outlet
"Sports Direct",1197831,2021-10-07,South,Texas,Dallas,"Women's ","Athletic Footwear",45.00,425,191250.00,95625.00,0.50,Outlet
"Sports Direct",1197831,2021-10-08,South,Texas,Dallas,"Men's ",Apparel,40.00,400,160000.00,56000.00,0.35,Outlet
"Sports Direct",1197831,2021-10-09,South,Texas,Dallas,"Women's ",Apparel,50.00,575,287500.00,158125.00,0.55,Outlet
"Sports Direct",1197831,2021-10-10,South,Texas,Dallas,"Men's ","Street Footwear",40.00,725,290000.00,116000.00,0.40,Outlet
"Sports Direct",1197831,2021-10-11,South,Texas,Dallas,"Men's ","Athletic Footwear",40.00,725,290000.00,116000.00,0.40,Outlet
"Sports Direct",1197831,2021-10-12,South,Texas,Dallas,"Women's ","Street Footwear",65.00,650,422500.00,169000.00,0.40,Outlet
"Sports Direct",1197831,2021-10-13,South,Texas,Dallas,"Women's ","Athletic Footwear",65.00,500,325000.00,162500.00,0.50,Outlet
"Sports Direct",1197831,2021-10-14,South,Texas,Dallas,"Men's ",Apparel,60.00,475,285000.00,99750.00,0.35,Outlet
"Sports Direct",1197831,2021-10-15,South,Texas,Dallas,"Women's ",Apparel,70.00,675,472500.00,259875.00,0.55,Outlet
"Sports Direct",1197831,2021-10-16,South,Texas,Dallas,"Men's ","Street Footwear",60.00,825,495000.00,198000.00,0.40,Outlet
"Sports Direct",1197831,2021-10-17,South,Texas,Dallas,"Men's ","Athletic Footwear",60.00,825,495000.00,198000.00,0.40,Outlet
"Sports Direct",1197831,2021-10-18,South,Texas,Dallas,"Women's ","Street Footwear",65.00,725,471250.00,188500.00,0.40,Outlet
"Sports Direct",1197831,2021-10-19,South,Texas,Dallas,"Women's ","Athletic Footwear",65.00,575,373750.00,186875.00,0.50,Outlet
"Sports Direct",1197831,2021-10-20,South,Texas,Dallas,"Men's ",Apparel,60.00,525,315000.00,110250.00,0.35,Outlet
"Sports Direct",1197831,2021-10-21,South,Texas,Dallas,"Women's ",Apparel,70.00,775,542500.00,298375.00,0.55,Outlet
"Foot Locker",1185732,2021-10-22,South,Texas,Dallas,"Men's ","Street Footwear",45.00,425,191250.00,105187.50,0.55,Outlet
"Foot Locker",1185732,2021-10-23,South,Texas,Dallas,"Men's ","Athletic Footwear",45.00,225,101250.00,35437.50,0.35,Outlet
"Foot Locker",1185732,2021-10-24,South,Texas,Dallas,"Women's ","Street Footwear",35.00,225,78750.00,31500.00,0.40,Outlet
"Foot Locker",1185732,2021-10-25,South,Texas,Dallas,"Women's ","Athletic Footwear",40.00,75,30000.00,12000.00,0.40,Outlet
"Foot Locker",1185732,2021-10-26,Northeast,Pennsylvania,Philadelphia,"Men's ",Apparel,55.00,125,68750.00,24062.50,0.35,Outlet
"Foot Locker",1185732,2021-10-27,Northeast,Pennsylvania,Philadelphia,"Women's ",Apparel,45.00,225,101250.00,30375.00,0.30,Outlet
"Foot Locker",1185732,2021-10-28,Northeast,Pennsylvania,Philadelphia,"Men's ","Street Footwear",45.00,475,213750.00,117562.50,0.55,Outlet
"Foot Locker",1185732,2021-10-29,Northeast,Pennsylvania,Philadelphia,"Men's ","Athletic Footwear",45.00,125,56250.00,19687.50,0.35,Outlet
"Foot Locker",1185732,2021-10-30,Northeast,Pennsylvania,Philadelphia,"Women's ","Street Footwear",35.00,175,61250.00,24500.00,0.40,Outlet
"Foot Locker",1185732,2021-10-31,Northeast,Pennsylvania,Philadelphia,"Women's ","Athletic Footwear",40.00,50,20000.00,8000.00,0.40,Outlet
"Foot Locker",1185732,2021-11-01,Northeast,Pennsylvania,Philadelphia,"Men's ",Apparel,55.00,125,68750.00,24062.50,0.35,Outlet
"Foot Locker",1185732,2021-11-02,Northeast,Pennsylvania,Philadelphia,"Women's ",Apparel,45.00,225,101250.00,30375.00,0.30,Outlet
"Foot Locker",1185732,2021-11-03,Northeast,Pennsylvania,Philadelphia,"Men's ","Street Footwear",50.00,445,222500.00,122375.00,0.55,Outlet
"Foot Locker",1185732,2021-11-04,Northeast,Pennsylvania,Philadelphia,"Men's ","Athletic Footwear",50.00,150,75000.00,26250.00,0.35,Outlet
"Foot Locker",1185732,2021-11-05,Northeast,Pennsylvania,Philadelphia,"Women's ","Street Footwear",40.00,175,70000.00,28000.00,0.40,Outlet
"Foot Locker",1185732,2021-11-06,Northeast,Pennsylvania,Philadelphia,"Women's ","Athletic Footwear",45.00,25,11250.00,4500.00,0.40,Outlet
"Foot Locker",1185732,2021-11-07,Northeast,Pennsylvania,Philadelphia,"Men's ",Apparel,60.00,75,45000.00,13500.00,0.30,Outlet
"Foot Locker",1185732,2021-11-08,Northeast,Pennsylvania,Philadelphia,"Women's ",Apparel,50.00,175,87500.00,21875.00,0.25,Outlet
"Foot Locker",1185732,2021-11-09,Northeast,Pennsylvania,Philadelphia,"Men's ","Street Footwear",50.00,450,225000.00,112500.00,0.50,Outlet
"Foot Locker",1185732,2021-11-10,Northeast,Pennsylvania,Philadelphia,"Men's ","Athletic Footwear",50.00,150,75000.00,22500.00,0.30,Outlet
"Foot Locker",1185732,2021-11-11,Northeast,Pennsylvania,Philadelphia,"Women's ","Street Footwear",40.00,150,60000.00,21000.00,0.35,Outlet
"Foot Locker",1185732,2021-11-12,Northeast,Pennsylvania,Philadelphia,"Women's ","Athletic Footwear",45.00,75,33750.00,11812.50,0.35,Outlet
"Foot Locker",1185732,2021-11-13,Northeast,Pennsylvania,Philadelphia,"Men's ",Apparel,60.00,75,45000.00,13500.00,0.30,Outlet
"Foot Locker",1185732,2021-11-14,Northeast,Pennsylvania,Philadelphia,"Women's ",Apparel,50.00,200,100000.00,25000.00,0.25,Outlet
"Foot Locker",1185732,2021-11-15,Northeast,Pennsylvania,Philadelphia,"Men's ","Street Footwear",60.00,470,282000.00,141000.00,0.50,Outlet
"Foot Locker",1185732,2021-11-16,Northeast,Pennsylvania,Philadelphia,"Men's ","Athletic Footwear",60.00,175,105000.00,31500.00,0.30,Outlet
"Foot Locker",1185732,2021-11-17,Northeast,Pennsylvania,Philadelphia,"Women's ","Street Footwear",55.00,150,82500.00,28875.00,0.35,Outlet
"Foot Locker",1185732,2021-11-18,Northeast,Pennsylvania,Philadelphia,"Women's ","Athletic Footwear",55.00,100,55000.00,19250.00,0.35,Outlet
"Foot Locker",1185732,2021-11-19,Northeast,Pennsylvania,Philadelphia,"Men's ",Apparel,65.00,125,81250.00,24375.00,0.30,Outlet
"Foot Locker",1185732,2021-11-20,Northeast,Pennsylvania,Philadelphia,"Women's ",Apparel,70.00,250,175000.00,52500.00,0.30,Outlet
"Foot Locker",1185732,2021-11-21,Northeast,Pennsylvania,Philadelphia,"Men's ","Street Footwear",65.00,500,325000.00,178750.00,0.55,Outlet
"Foot Locker",1185732,2021-11-22,Northeast,Pennsylvania,Philadelphia,"Men's ","Athletic Footwear",60.00,250,150000.00,52500.00,0.35,Outlet
"Foot Locker",1185732,2021-11-23,Northeast,Pennsylvania,Philadelphia,"Women's ","Street Footwear",55.00,175,96250.00,38500.00,0.40,Outlet
"Foot Locker",1185732,2021-11-24,Northeast,Pennsylvania,Philadelphia,"Women's ","Athletic Footwear",55.00,150,82500.00,33000.00,0.40,Outlet
"Foot Locker",1185732,2021-11-25,Northeast,Pennsylvania,Philadelphia,"Men's ",Apparel,65.00,150,97500.00,34125.00,0.35,Outlet
"Foot Locker",1185732,2021-11-26,Northeast,Pennsylvania,Philadelphia,"Women's ",Apparel,70.00,300,210000.00,63000.00,0.30,Outlet
"Foot Locker",1185732,2021-11-27,Northeast,Pennsylvania,Philadelphia,"Men's ","Street Footwear",65.00,500,325000.00,178750.00,0.55,Outlet
"Foot Locker",1185732,2021-11-28,Northeast,Pennsylvania,Philadelphia,"Men's ","Athletic Footwear",60.00,300,180000.00,63000.00,0.35,Outlet
"Foot Locker",1185732,2021-11-29,Northeast,Pennsylvania,Philadelphia,"Women's ","Street Footwear",55.00,225,123750.00,49500.00,0.40,Outlet
"Foot Locker",1185732,2021-11-30,Northeast,Pennsylvania,Philadelphia,"Women's ","Athletic Footwear",55.00,175,96250.00,38500.00,0.40,Outlet
"Foot Locker",1185732,2021-12-01,Northeast,Pennsylvania,Philadelphia,"Men's ",Apparel,65.00,200,130000.00,45500.00,0.35,Outlet
"Foot Locker",1185732,2021-12-02,Northeast,Pennsylvania,Philadelphia,"Women's ",Apparel,70.00,375,262500.00,78750.00,0.30,Outlet
"Foot Locker",1185732,2021-12-03,Northeast,Pennsylvania,Philadelphia,"Men's ","Street Footwear",65.00,525,341250.00,187687.50,0.55,Outlet
"Foot Locker",1185732,2021-12-04,Northeast,Pennsylvania,Philadelphia,"Men's ","Athletic Footwear",60.00,300,180000.00,63000.00,0.35,Outlet
"Foot Locker",1185732,2021-12-05,Northeast,Pennsylvania,Philadelphia,"Women's ","Street Footwear",55.00,225,123750.00,49500.00,0.40,Outlet
"Foot Locker",1185732,2021-12-06,Northeast,Pennsylvania,Philadelphia,"Women's ","Athletic Footwear",55.00,200,110000.00,44000.00,0.40,Outlet
"Foot Locker",1185732,2021-12-07,Northeast,Pennsylvania,Philadelphia,"Men's ",Apparel,65.00,175,113750.00,39812.50,0.35,Outlet
"Foot Locker",1185732,2021-12-08,Northeast,Pennsylvania,Philadelphia,"Women's ",Apparel,70.00,350,245000.00,73500.00,0.30,Outlet
"Foot Locker",1185732,2021-12-09,Northeast,Pennsylvania,Philadelphia,"Men's ","Street Footwear",65.00,475,308750.00,154375.00,0.50,Outlet
"Foot Locker",1185732,2021-12-10,Northeast,Pennsylvania,Philadelphia,"Men's ","Athletic Footwear",50.00,275,137500.00,41250.00,0.30,Outlet
"Foot Locker",1185732,2021-12-11,Northeast,Pennsylvania,Philadelphia,"Women's ","Street Footwear",45.00,200,90000.00,31500.00,0.35,Outlet
"Foot Locker",1185732,2021-12-12,Northeast,Pennsylvania,Philadelphia,"Women's ","Athletic Footwear",45.00,175,78750.00,27562.50,0.35,Outlet
"Foot Locker",1185732,2021-12-13,Northeast,Pennsylvania,Philadelphia,"Men's ",Apparel,55.00,125,68750.00,20625.00,0.30,Outlet
"Foot Locker",1185732,2021-12-14,Northeast,Pennsylvania,Philadelphia,"Women's ",Apparel,60.00,225,135000.00,33750.00,0.25,Outlet
"Foot Locker",1185732,2021-12-15,Northeast,Pennsylvania,Philadelphia,"Men's ","Street Footwear",60.00,400,240000.00,120000.00,0.50,Outlet
"Foot Locker",1185732,2021-12-16,Northeast,Pennsylvania,Philadelphia,"Men's ","Athletic Footwear",50.00,225,112500.00,33750.00,0.30,Outlet
"Foot Locker",1185732,2021-12-17,Northeast,Pennsylvania,Philadelphia,"Women's ","Street Footwear",50.00,125,62500.00,21875.00,0.35,Outlet
"Foot Locker",1185732,2021-12-18,Northeast,Pennsylvania,Philadelphia,"Women's ","Athletic Footwear",50.00,100,50000.00,17500.00,0.35,Outlet
"Foot Locker",1185732,2021-12-19,Northeast,Pennsylvania,Philadelphia,"Men's ",Apparel,60.00,100,60000.00,18000.00,0.30,Outlet
"Foot Locker",1185732,2021-12-20,Northeast,Pennsylvania,Philadelphia,"Women's ",Apparel,65.00,225,146250.00,36562.50,0.25,Outlet
"Foot Locker",1185732,2021-12-21,Northeast,Pennsylvania,Philadelphia,"Men's ","Street Footwear",70.00,375,262500.00,144375.00,0.55,Outlet
"Foot Locker",1185732,2021-12-22,Northeast,Pennsylvania,Philadelphia,"Men's ","Athletic Footwear",60.00,200,120000.00,42000.00,0.35,Outlet
"Foot Locker",1185732,2021-12-23,Northeast,Pennsylvania,Philadelphia,"Women's ","Street Footwear",60.00,195,117000.00,46800.00,0.40,Outlet
"Foot Locker",1185732,2021-12-24,Northeast,Pennsylvania,Philadelphia,"Women's ","Athletic Footwear",60.00,175,105000.00,42000.00,0.40,Outlet
"Foot Locker",1185732,2021-12-25,Northeast,Pennsylvania,Philadelphia,"Men's ",Apparel,70.00,150,105000.00,36750.00,0.35,Outlet
"Foot Locker",1185732,2021-12-26,Northeast,Pennsylvania,Philadelphia,"Women's ",Apparel,75.00,250,187500.00,56250.00,0.30,Outlet
"Foot Locker",1185732,2021-12-27,Northeast,Pennsylvania,Philadelphia,"Men's ","Street Footwear",70.00,475,332500.00,182875.00,0.55,Outlet
"Foot Locker",1185732,2021-12-28,Northeast,Pennsylvania,Philadelphia,"Men's ","Athletic Footwear",60.00,275,165000.00,57750.00,0.35,Outlet
"Foot Locker",1185732,2021-12-29,Northeast,Pennsylvania,Philadelphia,"Women's ","Street Footwear",60.00,225,135000.00,54000.00,0.40,Outlet
"Foot Locker",1185732,2021-12-30,Northeast,Pennsylvania,Philadelphia,"Women's ","Athletic Footwear",60.00,175,105000.00,42000.00,0.40,Outlet
"Foot Locker",1185732,2021-12-31,Northeast,Pennsylvania,Philadelphia,"Men's ",Apparel,70.00,175,122500.00,42875.00,0.35,Outlet
"Foot Locker",1185732,2020-01-01,Northeast,Pennsylvania,Philadelphia,"Women's ",Apparel,75.00,275,206250.00,61875.00,0.30,Outlet
"West Gear",1128299,2020-01-02,Northeast,Pennsylvania,Philadelphia,"Men's ","Street Footwear",35.00,450,157500.00,63000.00,0.40,Outlet
"West Gear",1128299,2020-01-03,Northeast,Pennsylvania,Philadelphia,"Men's ","Athletic Footwear",45.00,450,202500.00,50625.00,0.25,Outlet
"West Gear",1128299,2020-01-04,Northeast,Pennsylvania,Philadelphia,"Women's ","Street Footwear",45.00,450,202500.00,81000.00,0.40,Outlet
"West Gear",1128299,2020-01-05,Northeast,Pennsylvania,Philadelphia,"Women's ","Athletic Footwear",45.00,300,135000.00,47250.00,0.35,Outlet
"West Gear",1128299,2020-01-06,West,Nevada,"Las Vegas","Men's ",Apparel,50.00,250,125000.00,68750.00,0.55,Outlet
"West Gear",1128299,2020-01-07,West,Nevada,"Las Vegas","Women's ",Apparel,45.00,475,213750.00,42750.00,0.20,Outlet
"West Gear",1128299,2020-01-08,West,Nevada,"Las Vegas","Men's ","Street Footwear",35.00,525,183750.00,73500.00,0.40,Outlet
"West Gear",1128299,2020-01-09,West,Nevada,"Las Vegas","Men's ","Athletic Footwear",45.00,425,191250.00,47812.50,0.25,Outlet
"West Gear",1128299,2020-01-10,West,Nevada,"Las Vegas","Women's ","Street Footwear",45.00,425,191250.00,76500.00,0.40,Outlet
"West Gear",1128299,2020-01-11,West,Nevada,"Las Vegas","Women's ","Athletic Footwear",45.00,275,123750.00,43312.50,0.35,Outlet
"West Gear",1128299,2020-01-12,West,Nevada,"Las Vegas","Men's ",Apparel,50.00,200,100000.00,55000.00,0.55,Outlet
"West Gear",1128299,2020-01-13,West,Nevada,"Las Vegas","Women's ",Apparel,45.00,400,180000.00,36000.00,0.20,Outlet
"West Gear",1128299,2020-01-14,West,Nevada,"Las Vegas","Men's ","Street Footwear",45.00,550,247500.00,99000.00,0.40,Outlet
"West Gear",1128299,2020-01-15,West,Nevada,"Las Vegas","Men's ","Athletic Footwear",55.00,400,220000.00,55000.00,0.25,Outlet
"West Gear",1128299,2020-01-16,West,Nevada,"Las Vegas","Women's ","Street Footwear",55.00,400,220000.00,88000.00,0.40,Outlet
"West Gear",1128299,2020-01-17,West,Nevada,"Las Vegas","Women's ","Athletic Footwear",55.00,300,165000.00,57750.00,0.35,Outlet
"West Gear",1128299,2020-01-18,West,Nevada,"Las Vegas","Men's ",Apparel,60.00,175,105000.00,57750.00,0.55,Outlet
"West Gear",1128299,2020-01-19,West,Nevada,"Las Vegas","Women's ",Apparel,55.00,375,206250.00,41250.00,0.20,Outlet
"West Gear",1128299,2020-01-20,West,Nevada,"Las Vegas","Men's ","Street Footwear",60.00,550,330000.00,132000.00,0.40,Outlet
"West Gear",1128299,2020-01-21,West,Nevada,"Las Vegas","Men's ","Athletic Footwear",65.00,350,227500.00,56875.00,0.25,Outlet
"West Gear",1128299,2020-01-22,West,Nevada,"Las Vegas","Women's ","Street Footwear",65.00,400,260000.00,104000.00,0.40,Outlet
"West Gear",1128299,2020-01-23,West,Nevada,"Las Vegas","Women's ","Athletic Footwear",60.00,300,180000.00,63000.00,0.35,Outlet
"West Gear",1128299,2020-01-24,West,Nevada,"Las Vegas","Men's ",Apparel,65.00,200,130000.00,71500.00,0.55,Outlet
"West Gear",1128299,2020-01-25,West,Nevada,"Las Vegas","Women's ",Apparel,80.00,350,280000.00,56000.00,0.20,Outlet
"West Gear",1128299,2020-01-26,West,Nevada,"Las Vegas","Men's ","Street Footwear",60.00,550,330000.00,148500.00,0.45,Outlet
"West Gear",1128299,2020-01-27,West,Nevada,"Las Vegas","Men's ","Athletic Footwear",65.00,400,260000.00,78000.00,0.30,Outlet
"West Gear",1128299,2020-01-28,West,Nevada,"Las Vegas","Women's ","Street Footwear",65.00,400,260000.00,117000.00,0.45,Outlet
"West Gear",1128299,2020-01-29,West,Nevada,"Las Vegas","Women's ","Athletic Footwear",60.00,300,180000.00,72000.00,0.40,Outlet
"West Gear",1128299,2020-01-30,West,Nevada,"Las Vegas","Men's ",Apparel,65.00,200,130000.00,78000.00,0.60,Outlet
"West Gear",1128299,2020-01-31,West,Nevada,"Las Vegas","Women's ",Apparel,80.00,450,360000.00,90000.00,0.25,Outlet
"West Gear",1128299,2020-02-01,West,Nevada,"Las Vegas","Men's ","Street Footwear",60.00,700,420000.00,189000.00,0.45,Outlet
"West Gear",1128299,2020-02-02,West,Nevada,"Las Vegas","Men's ","Athletic Footwear",65.00,550,357500.00,107250.00,0.30,Outlet
"West Gear",1128299,2020-02-03,West,Nevada,"Las Vegas","Women's ","Street Footwear",65.00,550,357500.00,160875.00,0.45,Outlet
"West Gear",1128299,2020-02-04,West,Nevada,"Las Vegas","Women's ","Athletic Footwear",60.00,425,255000.00,102000.00,0.40,Outlet
"West Gear",1128299,2020-02-05,West,Nevada,"Las Vegas","Men's ",Apparel,65.00,300,195000.00,117000.00,0.60,Outlet
"West Gear",1128299,2020-02-06,West,Nevada,"Las Vegas","Women's ",Apparel,80.00,600,480000.00,120000.00,0.25,Outlet
"West Gear",1128299,2020-02-07,West,Nevada,"Las Vegas","Men's ","Street Footwear",60.00,750,450000.00,180000.00,0.40,Outlet
"West Gear",1128299,2020-02-08,West,Nevada,"Las Vegas","Men's ","Athletic Footwear",65.00,600,390000.00,97500.00,0.25,Outlet
"West Gear",1128299,2020-02-09,West,Nevada,"Las Vegas","Women's ","Street Footwear",65.00,550,357500.00,143000.00,0.40,In-store
"West Gear",1128299,2020-02-10,West,Nevada,"Las Vegas","Women's ","Athletic Footwear",60.00,450,270000.00,94500.00,0.35,In-store
"West Gear",1128299,2020-02-11,West,Nevada,"Las Vegas","Men's ",Apparel,65.00,500,325000.00,178750.00,0.55,In-store
"West Gear",1128299,2020-02-12,West,Nevada,"Las Vegas","Women's ",Apparel,80.00,500,400000.00,80000.00,0.20,In-store
"West Gear",1128299,2020-02-13,West,Nevada,"Las Vegas","Men's ","Street Footwear",65.00,700,455000.00,182000.00,0.40,In-store
"West Gear",1128299,2020-02-14,West,Nevada,"Las Vegas","Men's ","Athletic Footwear",70.00,650,455000.00,113750.00,0.25,In-store
"West Gear",1128299,2020-02-15,West,Nevada,"Las Vegas","Women's ","Street Footwear",65.00,525,341250.00,136500.00,0.40,In-store
"West Gear",1128299,2020-02-16,West,Nevada,"Las Vegas","Women's ","Athletic Footwear",65.00,475,308750.00,108062.50,0.35,In-store
"West Gear",1128299,2020-02-17,West,Nevada,"Las Vegas","Men's ",Apparel,75.00,475,356250.00,195937.50,0.55,In-store
"West Gear",1128299,2020-02-18,West,Nevada,"Las Vegas","Women's ",Apparel,80.00,400,320000.00,64000.00,0.20,In-store
"West Gear",1128299,2020-02-19,West,Nevada,"Las Vegas","Men's ","Street Footwear",60.00,600,360000.00,126000.00,0.35,In-store
"West Gear",1128299,2020-02-20,West,Nevada,"Las Vegas","Men's ","Athletic Footwear",65.00,600,390000.00,78000.00,0.20,In-store
"West Gear",1128299,2020-02-21,West,Nevada,"Las Vegas","Women's ","Street Footwear",60.00,450,270000.00,94500.00,0.35,In-store
"West Gear",1128299,2020-02-22,West,Nevada,"Las Vegas","Women's ","Athletic Footwear",60.00,400,240000.00,72000.00,0.30,In-store
"West Gear",1128299,2020-02-23,West,Nevada,"Las Vegas","Men's ",Apparel,70.00,400,280000.00,140000.00,0.50,In-store
"West Gear",1128299,2020-02-24,West,Nevada,"Las Vegas","Women's ",Apparel,75.00,450,337500.00,50625.00,0.15,In-store
"West Gear",1128299,2020-02-25,West,Nevada,"Las Vegas","Men's ","Street Footwear",60.00,550,330000.00,115500.00,0.35,In-store
"West Gear",1128299,2020-02-26,West,Nevada,"Las Vegas","Men's ","Athletic Footwear",65.00,550,357500.00,71500.00,0.20,In-store
"West Gear",1128299,2020-02-27,West,Nevada,"Las Vegas","Women's ","Street Footwear",60.00,375,225000.00,78750.00,0.35,In-store
"West Gear",1128299,2020-02-28,West,Nevada,"Las Vegas","Women's ","Athletic Footwear",60.00,350,210000.00,63000.00,0.30,In-store
"West Gear",1128299,2020-03-01,West,Nevada,"Las Vegas","Men's ",Apparel,70.00,325,227500.00,113750.00,0.50,In-store
"West Gear",1128299,2020-03-02,West,Nevada,"Las Vegas","Women's ",Apparel,75.00,375,281250.00,42187.50,0.15,In-store
"West Gear",1128299,2020-03-03,West,Nevada,"Las Vegas","Men's ","Street Footwear",60.00,575,345000.00,120750.00,0.35,In-store
"West Gear",1128299,2020-03-04,West,Nevada,"Las Vegas","Men's ","Athletic Footwear",65.00,575,373750.00,74750.00,0.20,In-store
"West Gear",1128299,2020-03-05,West,Nevada,"Las Vegas","Women's ","Street Footwear",60.00,425,255000.00,89250.00,0.35,In-store
"West Gear",1128299,2020-03-06,West,Nevada,"Las Vegas","Women's ","Athletic Footwear",60.00,400,240000.00,72000.00,0.30,In-store
"West Gear",1128299,2020-03-07,West,Nevada,"Las Vegas","Men's ",Apparel,70.00,350,245000.00,122500.00,0.50,In-store
"West Gear",1128299,2020-03-08,West,Nevada,"Las Vegas","Women's ",Apparel,75.00,475,356250.00,53437.50,0.15,In-store
"West Gear",1128299,2020-03-09,West,Nevada,"Las Vegas","Men's ","Street Footwear",60.00,675,405000.00,141750.00,0.35,In-store
"West Gear",1128299,2020-03-10,West,Nevada,"Las Vegas","Men's ","Athletic Footwear",65.00,675,438750.00,87750.00,0.20,In-store
"West Gear",1128299,2020-03-11,West,Nevada,"Las Vegas","Women's ","Street Footwear",60.00,475,285000.00,99750.00,0.35,In-store
"West Gear",1128299,2020-03-12,West,Nevada,"Las Vegas","Women's ","Athletic Footwear",60.00,475,285000.00,85500.00,0.30,In-store
"West Gear",1128299,2020-03-13,West,Nevada,"Las Vegas","Men's ",Apparel,70.00,400,280000.00,140000.00,0.50,In-store
"West Gear",1128299,2020-03-14,West,Nevada,"Las Vegas","Women's ",Apparel,75.00,500,375000.00,56250.00,0.15,In-store
"West Gear",1128299,2020-03-15,West,Nevada,"Las Vegas","Men's ","Street Footwear",30.00,425,127500.00,44625.00,0.35,In-store
"West Gear",1128299,2020-03-16,West,Nevada,"Las Vegas","Men's ","Athletic Footwear",40.00,425,170000.00,34000.00,0.20,In-store
"West Gear",1128299,2020-03-17,West,Nevada,"Las Vegas","Women's ","Street Footwear",40.00,425,170000.00,59500.00,0.35,In-store
"West Gear",1128299,2020-03-18,West,Nevada,"Las Vegas","Women's ","Athletic Footwear",40.00,275,110000.00,33000.00,0.30,In-store
"West Gear",1128299,2020-03-19,West,Colorado,Denver,"Men's ",Apparel,45.00,225,101250.00,50625.00,0.50,In-store
"West Gear",1128299,2020-03-20,West,Colorado,Denver,"Women's ",Apparel,40.00,475,190000.00,28500.00,0.15,In-store
"West Gear",1128299,2020-03-21,West,Colorado,Denver,"Men's ","Street Footwear",30.00,525,157500.00,55125.00,0.35,In-store
"West Gear",1128299,2020-03-22,West,Colorado,Denver,"Men's ","Athletic Footwear",40.00,425,170000.00,34000.00,0.20,In-store
"West Gear",1128299,2020-03-23,West,Colorado,Denver,"Women's ","Street Footwear",40.00,425,170000.00,59500.00,0.35,In-store
"West Gear",1128299,2020-03-24,West,Colorado,Denver,"Women's ","Athletic Footwear",40.00,275,110000.00,33000.00,0.30,In-store
"West Gear",1128299,2020-03-25,West,Colorado,Denver,"Men's ",Apparel,45.00,200,90000.00,45000.00,0.50,In-store
"West Gear",1128299,2020-03-26,West,Colorado,Denver,"Women's ",Apparel,40.00,400,160000.00,24000.00,0.15,In-store
"West Gear",1128299,2020-03-27,West,Colorado,Denver,"Men's ","Street Footwear",40.00,550,220000.00,77000.00,0.35,In-store
"West Gear",1128299,2020-03-28,West,Colorado,Denver,"Men's ","Athletic Footwear",50.00,400,200000.00,40000.00,0.20,In-store
"West Gear",1128299,2020-03-29,West,Colorado,Denver,"Women's ","Street Footwear",55.00,400,220000.00,77000.00,0.35,In-store
"West Gear",1128299,2020-03-30,West,Colorado,Denver,"Women's ","Athletic Footwear",55.00,300,165000.00,49500.00,0.30,In-store
"West Gear",1128299,2020-03-31,West,Colorado,Denver,"Men's ",Apparel,60.00,150,90000.00,45000.00,0.50,In-store
"West Gear",1128299,2020-04-01,West,Colorado,Denver,"Women's ",Apparel,55.00,350,192500.00,28875.00,0.15,In-store
"West Gear",1128299,2020-04-02,West,Colorado,Denver,"Men's ","Street Footwear",60.00,525,315000.00,110250.00,0.35,In-store
"West Gear",1128299,2020-04-03,West,Colorado,Denver,"Men's ","Athletic Footwear",65.00,325,211250.00,42250.00,0.20,In-store
"West Gear",1128299,2020-04-04,West,Colorado,Denver,"Women's ","Street Footwear",65.00,375,243750.00,85312.50,0.35,In-store
"West Gear",1128299,2020-04-05,West,Colorado,Denver,"Women's ","Athletic Footwear",60.00,275,165000.00,49500.00,0.30,In-store
"West Gear",1128299,2020-04-06,West,Colorado,Denver,"Men's ",Apparel,65.00,175,113750.00,56875.00,0.50,In-store
"West Gear",1128299,2020-04-07,West,Colorado,Denver,"Women's ",Apparel,80.00,325,260000.00,39000.00,0.15,In-store
"West Gear",1128299,2020-04-08,West,Colorado,Denver,"Men's ","Street Footwear",60.00,525,315000.00,157500.00,0.50,In-store
"West Gear",1128299,2020-04-09,West,Colorado,Denver,"Men's ","Athletic Footwear",65.00,375,243750.00,85312.50,0.35,In-store
"West Gear",1128299,2020-04-10,West,Colorado,Denver,"Women's ","Street Footwear",65.00,375,243750.00,121875.00,0.50,In-store
"West Gear",1128299,2020-04-11,West,Colorado,Denver,"Women's ","Athletic Footwear",60.00,275,165000.00,74250.00,0.45,In-store
"West Gear",1128299,2020-04-12,West,Colorado,Denver,"Men's ",Apparel,65.00,175,113750.00,73937.50,0.65,In-store
"West Gear",1128299,2020-04-13,West,Colorado,Denver,"Women's ",Apparel,80.00,475,380000.00,114000.00,0.30,In-store
"West Gear",1128299,2020-04-14,West,Colorado,Denver,"Men's ","Street Footwear",60.00,725,435000.00,217500.00,0.50,In-store
"West Gear",1128299,2020-04-15,West,Colorado,Denver,"Men's ","Athletic Footwear",65.00,575,373750.00,130812.50,0.35,In-store
"West Gear",1128299,2020-04-16,West,Colorado,Denver,"Women's ","Street Footwear",65.00,575,373750.00,186875.00,0.50,In-store
"West Gear",1128299,2020-04-17,West,Colorado,Denver,"Women's ","Athletic Footwear",65.00,450,292500.00,131625.00,0.45,In-store
"West Gear",1128299,2020-04-18,West,Colorado,Denver,"Men's ",Apparel,70.00,325,227500.00,147875.00,0.65,In-store
"West Gear",1128299,2020-04-19,West,Colorado,Denver,"Women's ",Apparel,85.00,625,531250.00,159375.00,0.30,In-store
